['Tree Free Toilet Paper'],"['For us, a smarter bath tissue is all about softness and sustainability. We chose sustainable bamboo and sugarcane pulp (technically both grasses) for our tree-free toilet paper because it’s softer than paper and saves trees. The 3-ply bath tissue comes in 300 sheet rolls that will last longer than standard rolls.', 'What’s in it: 30% bamboo and 70% sugar cane. 300 sheet, 3-ply rolls that last twice as long as a normal roll.', 'What’s not in it: tree materials of any kind.', 'It’s all good: No trees or animals were harmed in the making of this product. Septic system safe.', 'Made in China. ']","['', '$6.00', '$4.50', '$11.00', '$11.00', '$1.00']","['', '4.1 star rating\n205 Reviews']"
['Hand Soap Refill'],"['Our gentle liquid hand soap refill is powered by a blend of essential oils that is hard working on dirt but gentle on your skin. Our non-irritating formula was designed to keep skin smooth and hydrated while protecting you from germs and whatever else you may have picked up throughout the day. With a delicate scent of fresh grapefruit and juicy mandarin derived from its natural ingredients, our liquid hand soap refill is an elevated everyday essential.', 'What’s in it: essential oils of orange, geranium, cinnamon, mandarin, nutmeg, petitgrain, rosewood, celery seed, grapefruit and vetiver. Carefully considered high quality, natural and healthy ingredients.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$11.00', '$11.00', '$11.00', '$5.50', '$11.00']","['', '4.8 star rating\n89 Reviews']"
['Bar Soap'],"['Our bar soap is an all-purpose gentle cleanser that protects your skin’s moisture and is perfect for use on hands and body. It’s naturally mild, with a subtle citrus scent of fresh grapefruit, juicy mandarin, mediterranean herbs and woody undertones, all powered by our unique formula of essential oils. Enjoy softer, hydrated skin without synthetic fragrance', 'What’s in it: essential oils of orange, geranium, cinnamon, mandarin, nutmeg, petitgrain, rosewood, celery seed, grapefruit, and vetiver, over 99% natural ingredients, with a small amount of high grade laboratory products to improve quality.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: Our palm oil is certified sustainable. We don’t believe in animal testing; this product is vegan-friendly.', 'Made in Tennessee.']","['', '$3.00', '$4.50', '$4.50', '$4.50', '$4.25']","['', '4.7 star rating\n150 Reviews']"
['Travel Size Shampoo'],"['Our convenient travel size shampoo has a gentle formula powered by a blend of essential oils to nourish and cleanse your hair, rather than harsh detergents and chemicals that will strip and erode it. Hair is left visibly stronger and cleaner with a subtle, fresh scent — a blend of fresh grapefruit, juicy mandarin, mediterranean herbs and wood — derived from its natural active ingredients.', 'What’s in it: essential oils of orange, geranium, cinnamon, mandarin, nutmeg, petitgrain, rosewood, celery seed, grapefruit and vetiver. Carefully considered high quality, natural and healthy ingredients.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$2.50', '$2.50', '$2.50', '$2.50', '$4.50']","['', '4.6 star rating\n24 Reviews']"
['Shampoo'],"['Our gentle shampoo is powered by a blend of essential oils to nourish and cleanse your hair, rather than harsh detergents and chemicals that will strip and erode it. Our shampoo leaves hair visibly stronger and cleaner with a subtle, fresh scent - a blend of fresh grapefruit, juicy mandarin, mediterranean herbs and wood - derived from its natural active ingredients.', 'What’s in it: essential oils of orange, geranium, cinnamon, mandarin, nutmeg, petitgrain, rosewood, celery seed, grapefruit and vetiver. Carefully considered high quality, natural and healthy ingredients.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$4.50', '$4.50', '$11.00', '$25.00', '$4.50']","['', '4.6 star rating\n304 Reviews']"
['Shampoo Refill'],"['Our gentle shampoo is powered by a blend of essential oils to nourish and cleanse your hair, rather than harsh detergents and chemicals that will strip and erode it. Hair is left visibly stronger and cleaner with a subtle, fresh scent - a blend of fresh grapefruit, juicy mandarin, mediterranean herbs and wood - derived from its natural active ingredients.', 'What’s in it: essential oils of orange, geranium, cinnamon, mandarin, nutmeg, petitgrain, rosewood, celery seed, grapefruit and vetiver. Carefully considered high quality, natural and healthy ingredients.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$11.00', '$22.00', '$11.00', '$11.00', '$5.50']","['', '4.8 star rating\n72 Reviews']"
['Travel Size Conditioner'],"['Our convenient travel size conditioner is formulated to deeply hydrate and protect hair from environmental damage using all natural ingredients and a carefully selected blend of essential oils. Hair is noticeably softer and more manageable with a gentle citrus scent — a blend of fresh grapefruit, juicy mandarin, mediterranean herbs and wood — derived from its natural active ingredients.', 'What’s in it: essential oils of orange, geranium, cinnamon, mandarin, nutmeg, petitgrain, rosewood, celery seed, grapefruit and vetiver. Carefully considered high quality, natural and healthy ingredients.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$2.50', '$2.50', '$2.50', '$2.50', '$4.50']","['', '4.8 star rating\n22 Reviews']"
['Conditioner'],"['We’ve crafted our conditioner to deeply hydrate and protect hair from environmental damage using all natural ingredients and a carefully selected blend of essential oils. This conditioner makes hair noticeably softer and more manageable with a gentle citrus scent — a blend of fresh grapefruit, juicy mandarin, mediterranean herbs and wood — derived from its natural active ingredients.', 'What’s in it: essential oils of orange, geranium, cinnamon, mandarin, nutmeg, petitgrain, rosewood, celery seed, grapefruit and vetiver. Carefully considered high quality, natural and healthy ingredients.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$4.50', '$4.50', '$11.00', '$4.50', '$4.50']","['', '4.5 star rating\n230 Reviews']"
['Conditioner Refill'],"['We’ve crafted our conditioner refill to deeply hydrate and protect hair from environmental damage using all natural ingredients and a carefully selected blend of essential oils. Hair is noticeably softer and more manageable with a gentle citrus scent — a blend of fresh grapefruit, juicy mandarin, mediterranean herbs and wood — derived from its natural active ingredients.', 'What’s in it: essential oils of orange, geranium, cinnamon, mandarin, nutmeg, petitgrain, rosewood, celery seed, grapefruit and vetiver. Carefully considered high quality, natural and healthy ingredients.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$11.00', '$11.00', '$22.00', '$11.00', '$5.50']","['', '4.7 star rating\n73 Reviews']"
['Travel Size Body Wash'],"['Our classic body wash is now available in a travel size so you can take it anywhere. It’s a gentle formula, powered by a blend of essential oils that refreshes, cleanses and nourishes your body without drying or distressing the skin. Light and fragrant with a naturally derived scent of fresh grapefruit, juicy mandarin, mediterranean herbs and woody undertones, our travel size body wash leaves skin instantly refreshed, calm and renewed.', 'What’s in it: essential oils of orange, geranium, cinnamon, mandarin, nutmeg, petitgrain, rosewood, celery seed, grapefruit and vetiver. Carefully considered high quality, natural and healthy ingredients.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$2.50', '$2.50', '$2.50', '$2.50', '$4.50']","['', '4.7 star rating\n23 Reviews']"
['Body Wash'],"['Our gentle body wash is powered by a blend of essential oils that refreshes, cleanses and nourishes your body without drying or distressing the skin. Light and fragrant with a naturally derived scent of fresh grapefruit, juicy mandarin, mediterranean herbs and woody undertones, this body wash leaves skin feeling instantly refreshed, calm and renewed.', 'What’s in it: essential oils of orange, geranium, cinnamon, mandarin, nutmeg, petitgrain, rosewood, celery seed, grapefruit and vetiver. Carefully considered high quality, natural and healthy ingredients.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$4.50', '$6.00', '$3.00', '$8.00', '$4.50']","['', '4.8 star rating\n186 Reviews']"
['Body Wash Refill'],"['Our gentle body wash is powered by a blend of essential oils that refreshes, cleanses and nourishes your body without drying or distressing the skin. Light and fragrant with a naturally derived scent of fresh grapefruit, juicy mandarin, mediterranean herbs and woody undertones, skin is left instantly refreshed, calm and renewed.', 'What’s in it: essential oils of orange, geranium, cinnamon, mandarin, nutmeg, petitgrain, rosewood, celery seed, grapefruit and vetiver. Carefully considered high quality, natural and healthy ingredients.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$11.00', '$11.00', '$11.00', '$5.50', '$11.00']","['', '4.9 star rating\n81 Reviews']"
['Shampoo Bar'],"['Our solid shampoo bar provides everything you love about liquid shampoo but without the plastic bottle. It also lasts up to three times longer. Compact and easy to use, just wet and lather for the same rich, luxurious, sulfate-free clean you get from all of our hair care products. Enriched with aromatherapeutic lavender oil and volumizing rosemary extract, our naturally nourishing, unisex shampoo bar formula leaves hair soft, shiny and manageable with a subtle fresh scent.', 'What’s in it: sustainably sourced organic palm and palm kernel oils, organic olive and coconut oils, and an organic lavender essential oil blend including rosemary extract and aloe vera.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in Vermont.']","['', '$5.50', '$5.25', '$4.50', '$3.00', '$4.25']","['', '3.8 star rating\n77 Reviews']"
['Travel Size Lotion'],"[""Our ultra nourishing travel size lotion is lightly scented with an invigorating blend of eucalyptus, mint and citrus. It's a kid-friendly, gender-neutral formula designed to hydrate and renew even the most sensitive skin, so every member of your household will enjoy it. Our travel size lotion absorbs quickly and leaves skin feeling smooth, finished with balancing notes of lavender and cedar."", 'What’s in it: essential oils from cornmint, lemon, cedar, western red cedar, eucalyptus, cedarleaf, patchouli, amyris balsamifera bark oil, lavandin, galbanum with carefully considered high quality, natural and healthy ingredients.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$2.50', '$2.50', '$2.50', '$2.50', '$4.50']","['', '4.9 star rating\n28 Reviews']"
['Lotion'],"[""Our ultra nourishing lotion is lightly scented with an invigorating blend of eucalyptus, mint and citrus. It's a kid-friendly, gender-neutral formula designed to hydrate and renew even the most sensitive skin, so every member of your household will enjoy it. This lotion absorbs quickly and leaves skin feeling smooth, finished with balancing notes of lavender and cedar."", 'What’s in it: essential oils from cornmint, lemon, cedar, western red cedar, eucalyptus, cedarleaf, patchouli, amyris balsamifera bark oil, lavandin, galbanum with carefully considered high quality, natural and healthy ingredients.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$4.50', '$11.00', '$4.75', '$4.00', '$4.50']","['', '4.4 star rating\n201 Reviews']"
['Lotion Refill'],"[""Our ultra nourishing lotion refill is lightly scented with an invigorating blend of eucalyptus, mint and citrus. It's a kid-friendly, gender-neutral formula designed to hydrate and renew even the most sensitive skin, so every member of your household will enjoy it. It absorbs quickly and leaves skin feeling smooth, finished with balancing notes of lavender and cedar ."", 'What’s in it: essential oils from cornmint, lemon, cedar, western red cedar, eucalyptus, cedarleaf, patchouli, amyris balsamifera bark oil, lavandin, galbanum with carefully considered high quality, natural and healthy ingredients .', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde .', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly .', 'Made in New Jersey.']","['', '$11.00', '$11.00', '$11.00', '$11.00', '$22.00']","['', '4.7 star rating\n58 Reviews']"
['Facial Cleanser'],"['Our foaming facial cleanser is a gentler way to maintain a clear complexion. Effectively remove dirt, excess oil and makeup from your skin without the harsh chemicals or detergents. Formulated for all skin types, our facial cleanser is ideal even for sensitive or acne prone skin. With a refreshing lather that rinses off easily, skin is left hydrated and renewed. ', 'What’s in it: carefully considered high quality, natural, and healthy ingredients derived from peppermint, aloe and coconut.', 'What’s not in it: parabens, synthetic fragrance, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$5.25', '$4.00', '$11.00', '$1.00', '$4.50']","['', '4.4 star rating\n167 Reviews']"
['Aloe Vera Gel'],"[""Our soothing, cooling aloe vera gel is packed with skin-healing organic aloe leaf juice to deeply moisturize minor burns, sunburns and skin irritations. The clear, nongreasy formula is free of dyes, perfumes, alcohol and parabens. It absorbs quickly and won't stain clothing or furniture. Use it after a long day at the beach or leave it on overnight to reduce dark circles and puffiness under your eyes. Our aloe vera gel is a go-to beauty essential for younger, healthier, smoother skin. In addition to its sunburn-relieving properties, it's also excellent for insect bites, chafing, itching and dry skin."", 'What’s in it: organic aloe barbadensis leaf juice, xanthan gum, sodium benzoate, citric acid and potassium sorbate.', 'What’s not in it: dyes, perfumes or parabens.', 'It’s all good: This product is vegan-friendly and has not been tested on animals.', 'Made in Massachusetts.']","['', '$6.00', '$2.00', '$11.00', '$3.75', '$11.00']","['', '4.6 star rating\n26 Reviews']"
['Travel Size Facial Moisturizer'],"['Our classic travel size face moisturizer is convenient for those on-the-go. It hydrates, balances and protects your skin with a mild yet effective formula. It’s ideal for all skin types and absorbs quickly, instantly benefitting and nourishing your skin without an oily feel. We’ve added a clean, luminous natural fragrance with notes of fresh rain, white citrus, transparent florals, supported by a powdery base of fresh cotton flower and tonka.', 'What’s in it: carefully considered high quality, natural and healthy ingredients.', 'What’s not in it: parabens, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$2.50', '$2.50', '$2.50', '$2.50', '$5.25']","['', '4.2 star rating\n23 Reviews']"
['Facial Moisturizer'],"['Our facial moisturizer hydrates, balances and protects your skin with a mild yet effective formula. It’s ideal for all skin types, and absorbs quickly, instantly benefitting and nourishing your skin without an oily feel. Our facial moisturizer has a clean, luminous natural fragrance with notes of fresh rain, white citrus, transparent florals, supported by a powdery base of fresh cotton flower and tonka.', 'What’s in it: carefully considered high quality, natural and healthy ingredients.', 'What’s not in it: parabens, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$4.00', '$4.50', '$6.00', '$4.25', '$4.50']","['', '4.5 star rating\n150 Reviews']"
['Moisturizer Refill'],"['Our moisturizer hydrates, balances and protects your skin with a mild yet effective formula. It’s ideal for all skin types, and absorbs quickly, instantly benefitting and nourishing your skin without an oily feel. We’ve added a clean, luminous natural fragrance with notes of fresh rain, white citrus, transparent florals, supported by a powdery base of fresh cotton flower and tonka.', 'What’s in it: carefully considered high quality, natural and healthy ingredients.', 'What’s not in it: parabens, sodium lauryl sulfates, phthalates nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in New Jersey.']","['', '$22.00', '$11.00', '$11.00', '$11.00', '$11.00']","['', '4.6 star rating\n29 Reviews']"
['Witch Hazel Toner'],"['Our witch hazel toner is an alcohol-free, natural astringent, safe for your entire body. Known for relieving inflammation and soothing the skin, witch hazel has been a time-honored commodity for its host of benefits including treatment of acne, balancing of oily skin, natural disinfectant properties as well as relief for eczema, insect bites, burns and chapped skin. Made with organic aloe vera, our witch hazel toner is safe for sensitive skin and is an ideal active ingredient for D.I.Y. face wash, makeup remover, deodorant and acne cleanser.', 'What’s in it: witch hazel and organic aloe vera.', 'What’s not in it: alcohol, parabens, propylene glycol, artificial fragrances nor synthetic colors.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly, biodegradable and eco-friendly.', 'Made in Massachusetts.', 'Please note that due to customs restrictions, we cannot ship this item internationally.']","['', '$5.00', '$4.00', '$5.25', '$9.25', '$4.25']","['', '4.7 star rating\n55 Reviews']"
['Ayate Washcloth'],"['Our hand-woven, multi-purpose ayate exfoliating washcloths (12"" L x 10"" W) are a better way to scrub, for refreshing and renewed skin. Derived from agave plants, ayate has a naturally coarse texture with just the right amount of exfoliating power for an invigorating wash. You can also put it to work in the kitchen, as a natural alternative to harsh scouring sponges and utility cloths. They\'re fast and easy to hang dry, resist mold and mildew and can also be washed to prolong use.', 'What’s in it: 100% natural agave.', 'What’s not in it: synthetic fibers, phthalates, dyes, BPA, nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in Mexico.']","['', '$6.00', '$3.00', '$4.50', '$25.00', '$36.00']","['', '4.8 star rating\n172 Reviews']"
['Ayate Bath Strip'],"['Our ayate bath strips provide the same soft scrubbing power as our washcloths but come in a longer length (25"" L x 4"" W). We’ve also added convenient handles to make it easier to reach your back, neck and other difficult areas. Derived from agave plants, our bath strips have a naturally coarse texture that’s perfect for gentle exfoliation. They\'re easy to hang dry, resist mold and mildew and can also be machine washed to prolong use.', 'What’s in it: 100% natural agave fiber.', 'What’s not in it: synthetic fibers, phthalates, dyes, BPA, nor anything from formaldehyde.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly.', 'Made in Mexico.']","['', '$11.00', '$6.00', '$11.00', '$6.00', '$4.50']","['', '4.6 star rating\n51 Reviews']"
['Bamboo Wet Wipes'],"['Our baby-safe, hypoallergenic bamboo wet wipes are made with a moisturizing blend of aloe, vitamin E, cucumber extract and other nourishing ingredients that soothe the skin while keeping you clean and refreshed. We\'ve left out anything harsh or unsafe, like alcohol or synthetic fragrance, so they\'re gentle and safe for all your personal needs and ideal for sensitive skin. Each wet wipe is 7”x 6"", made with sustainable bamboo, vegan and never tested on animals.', 'What’s in it: bamboo, aloe, vitamin E, cucumber extract, marshmallow extract, oat extract and chamomile extract.', 'What’s not in it: alcohol, parabens and petroleum derived ingredients.', 'It’s all good: We don’t believe in animal testing; this product is vegan-friendly and made with sustainable materials.', 'Made in California.']","['', '$3.75', '$14.00', '$20.00', '$3.00', '$2.00']","['', '4.7 star rating\n69 Reviews']"
['Sanitizing Lavender Wipes - 30 ct'],"['Our lavender-scented sanitizing wipes are ready when you need them. Eco-friendly, compostable, cruelty-free, and 99.9% effective against most common germs, they’re a smart, easy, and safe way to sanitize your hands when soap isn’t available. Our lavender wipes are gentle on your skin. They’re bolstered with organic cucumber, chamomile, white tea, and aloe to ensure your hands stay clean without drying out. Stash a pack in your bag, your car, your bathroom cabinet, and wherever else you may need them. This item cannot ship internationally.', 'What’s in it: Antimicrobial ethyl alcohol (65%), lavender oil, cucumber, chamomile flower, and white tea.', 'What’s not in it: Sulfates, parabens, and triclosan.', 'It’s all good: This product is made with organic ingredients.', 'Made in the USA with globally sourced components.']","['', '$4.00', '$3.75', '$7.50', '$2.00', '$3.75']","['', '4.5 star rating\n8 Reviews']"
['Sanitizing Lavender Wipes - 80 ct'],"['Our lavender-scented sanitizing wipes are ready when you need them. Eco-friendly, compostable, cruelty-free, and 99.9% effective against most common germs, they’re a smart, easy, and safe way to sanitize your hands when soap isn’t available. Our lavender wipes are gentle on your skin. They’re bolstered with organic cucumber, chamomile, white tea, and aloe to ensure your hands stay clean without drying out. Stash a pack in your bag, your car, your bathroom cabinet, and wherever else you may need them. This item cannot shipping internationally.', 'What’s in it: Antimicrobial ethyl alcohol (65%), lavender oil, aloe, cucumber, chamomile flower, and white tea.', 'What’s not in it: Sulfates, parabens, and triclosan.', 'It’s all good: This product is made with organic ingredients.', 'Made in the USA with globally sourced components.']","['', '$9.00', '$3.75', '$4.00', '$7.50', '$2.00']","['', '4.7 star rating\n11 Reviews']"
